match_id,gold_diff,xp_diff,cs_diff,kills_diff,tower_diff,gold_diff_top,xp_diff_top,cs_diff_top,gold_diff_jungle,xp_diff_jungle,cs_diff_jungle,gold_diff_mid,xp_diff_mid,cs_diff_mid,gold_diff_adc,xp_diff_adc,cs_diff_adc,gold_diff_support,xp_diff_support,cs_diff_support,blue_dragons,red_dragons,blue_voidgrubs,red_voidgrubs,blue_plates,red_plates,plates_diff,first_blood,blue_avg_champion_wr,red_avg_champion_wr,synergy_diff,blue_has_duo,red_has_duo,blue_duo_impact,red_duo_impact,duo_impact_diff,blue_wins
BR1_3225658413,-900,-1565,2,-3,0,124,-564,0,-750,-701,-3,140,206,1,-538,-495,0,124,-11,4,0,1,0,3,0,0,0,1,0.4544619246807781,0.45312121212121215,0.0013407125595659708,0,1,0.0,0.0714285714285714,-0.0714285714285714,0
BR1_3225679742,1632,1719,-13,7,0,-365,673,-8,-174,-72,3,590,367,-8,1429,-6,3,152,757,-3,0,0,0,3,0,0,0,0,0.4585221987315011,0.5351989268867706,-0.07667672815526955,1,1,-0.15158730158730155,0.45529411764705885,-0.6068814192343603,0
BR1_3225698471,1533,1175,46,2,0,-337,-27,5,-320,243,4,673,95,-1,721,1016,35,796,-152,3,0,0,3,0,0,0,0,1,0.6066457352171637,0.4685897435897436,0.1380559916274201,0,1,0.0,-0.21428571428571427,0.21428571428571427,1
BR1_3225740430,-1460,-496,-19,-3,0,1374,680,22,-324,293,-6,-74,-111,-27,-1353,-726,-10,-1083,-632,2,0,0,3,0,0,0,0,1,0.5433943833943833,0.4500091575091575,0.0933852258852258,1,1,-0.020102339181286455,-0.14236111111111108,0.12225877192982462,1
BR1_3225822244,-88,-498,-9,0,0,-828,-558,-12,184,339,8,432,-49,0,-388,-115,-4,-112,-115,-1,0,0,0,0,0,0,0,1,0.4549160944265189,0.42816883116883114,0.02674726325768778,0,0,0.0,0.0,0.0,0
BR1_3225826060,2612,-216,24,5,0,-128,-489,4,1029,217,8,813,-323,4,99,247,17,799,132,-9,1,0,0,0,0,0,0,1,0.5851948051948053,0.40316026096959157,0.1820345442252137,1,1,0.3430185185185185,-0.006765109890109908,0.3497836284086284,1
BR1_3226007846,1208,1719,18,4,0,-551,-577,-17,846,1485,23,193,658,5,518,-299,-2,202,452,9,1,0,0,3,0,0,0,1,0.5599596507500422,0.551693106510897,0.00826654423914519,0,0,0.0,0.0,0.0,1
BR1_3226026912,-2657,-1035,-25,-2,0,-125,-58,-1,221,348,4,-24,-72,-4,-1451,-1336,-31,-1278,83,7,0,1,0,3,0,0,0,1,0.5060188895885033,0.5113877717549689,-0.005368882166465583,1,1,0.07211538461538461,0.47916666666666663,-0.40705128205128205,0
BR1_3226041255,-652,123,54,-2,0,583,452,18,98,271,10,-397,-269,3,-271,90,19,-665,-421,4,0,0,0,0,0,0,0,0,0.551991775162507,0.4655442176870748,0.08644755747543215,1,1,0.19619032728788827,-0.26377127127127126,0.4599615985591595,1
BR1_3226045112,1776,1761,-5,5,0,380,469,-1,2322,765,11,-795,-487,-14,-545,543,-5,414,471,4,0,0,0,0,0,0,0,1,0.6208391608391608,0.493176461509129,0.12766269933003177,1,1,0.3956730769230769,-0.2042063492063492,0.5998794261294261,1
BR1_3226047068,-4918,-1923,-50,-7,0,-596,-456,-26,-1777,-177,7,-1041,-751,-23,-1203,117,-13,-301,-656,5,0,0,0,0,0,0,0,1,0.5083100775193798,0.5183717357910906,-0.010061658271710794,0,1,0.0,0.04006410256410253,-0.04006410256410253,0
BR1_3226057403,-2603,-802,-58,-2,0,-746,-475,-23,-776,-298,-2,-1028,-495,-16,-89,171,-14,36,295,-3,0,1,0,3,0,0,0,0,0.5261976661109788,0.5343928232396938,-0.008195157128714992,1,1,-0.2615838630876225,0.2686202686202686,-0.5302041317078912,0
BR1_3226061196,-1366,-564,9,-3,0,-555,-383,-26,-231,-204,-2,176,-268,14,-38,499,16,-718,-208,7,1,0,3,0,0,0,0,1,0.5034576534576534,0.47561492475778194,0.027842728699871422,1,1,0.0714285714285714,-0.18201219512195121,0.2534407665505226,1
BR1_3226066453,3802,946,-6,11,0,10,-482,1,1266,409,8,215,-533,-21,1363,421,11,948,1131,-5,0,0,2,0,0,0,0,1,0.5120501945312071,0.49996049701932055,0.012089697511886599,1,1,0.16113247863247865,-0.17479419963677828,0.33592667826925693,1
BR1_3226075229,-1719,-1134,18,-5,0,1276,978,43,-697,-565,-7,-940,-715,5,-862,-424,-21,-496,-408,-2,0,1,3,0,0,0,0,0,0.5187170831980958,0.5171502782931354,0.0015668049049604171,1,1,0.4158730158730159,-0.19215057817998998,0.6080235940530059,1
BR1_3226090169,-2950,-1325,-35,-5,0,-1872,-1918,-33,-441,272,9,-207,-82,-3,162,777,-9,-592,-374,1,1,0,0,3,0,0,0,0,0.4606309611151871,0.5427814256137238,-0.08215046449853669,1,1,-0.40604651162790695,-0.06387607888683927,-0.3421704327410677,0
BR1_3226112395,5361,4951,115,3,0,747,779,-1,1803,2609,55,805,749,33,1357,904,32,649,-90,-4,0,1,3,0,0,0,0,1,0.46907230700334146,0.48229548229548236,-0.013223175292140898,1,1,0.1402439024390244,0.13888888888888884,0.0013550135501355642,1
BR1_3226129023,-488,-58,6,0,0,14,-259,12,118,19,-20,1156,1409,38,-1009,-850,-24,-767,-377,0,0,1,3,0,0,0,0,0,0.5872146807440924,0.4951341991341991,0.09208048160989335,1,1,0.2275132275132275,-0.14451219512195124,0.37202542263517874,1
BR1_3226177557,-5448,-3035,-59,-10,-1,-2326,-2043,-40,-370,90,7,163,120,10,-2430,-1346,-41,-485,144,5,0,1,0,0,0,0,0,1,0.5335074886799025,0.5796559139784947,-0.0461484252985922,1,1,0.2700515947467167,-0.28147768410926305,0.5515292788559798,1
BR1_3226221325,-1640,969,-2,-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5142857142857142,0.4745454545454546,0.03974025974025963,0,0,0.0,0.0,0.0,1
BR1_3226225254,1923,163,-9,5,0,331,165,5,912,824,9,623,-266,-11,-51,7,-5,108,-567,-7,1,0,0,0,0,0,0,1,0.4536666666666667,0.5623825288635416,-0.10871586219687485,0,1,0.0,0.14107142857142863,-0.14107142857142863,0
BR1_3226243744,-95,-278,-3,0,0,1171,205,-8,-342,188,4,577,1069,26,-343,-845,-20,-1158,-895,-5,0,1,0,0,0,0,0,0,0.46658301278726605,0.5002434196387164,-0.033660406851450386,1,1,-0.19612068965517243,0.21964285714285725,-0.4157635467980297,0
BR1_3226265900,487,883,40,-1,0,-522,-1199,15,1643,1302,17,1169,1261,16,-1025,229,-1,-778,-710,-7,0,1,3,0,0,0,0,0,0.4556816976127321,0.571830065359477,-0.11614836774674492,1,0,0.06400966183574879,0.0,0.06400966183574879,0
BR1_3226365807,-2162,-2374,-16,-3,0,-1360,-1368,-15,-916,-635,-2,-561,-1063,-28,788,396,29,-113,296,0,0,0,3,0,0,0,0,0,0.6275176737361611,0.5449592760180996,0.0825583977180615,1,1,0.13888888888888884,-0.16666666666666666,0.30555555555555547,1
BR1_3226375720,5052,3772,129,8,0,410,-395,24,594,1415,34,1010,839,21,1544,1572,48,1494,341,2,1,0,3,0,0,0,0,0,0.5447712418300654,0.5515542194330665,-0.006782977603001061,1,1,0.2876893939393939,-0.12505851146824776,0.41274790540764167,1
BR1_3226385996,2809,2737,20,6,0,1,490,-3,1331,510,9,788,507,25,270,870,-11,419,360,0,0,0,1,0,0,0,0,0,0.4266251016535646,0.45774232000913245,-0.031117218355567855,1,1,-0.12922542735042736,0.45833333333333337,-0.5875587606837607,0
BR1_3226393891,-4748,-4252,-60,-9,0,-2641,-2372,-57,-1073,-1296,-20,-906,-452,-5,2,241,24,-130,-373,-2,0,1,0,0,0,0,0,0,0.373033388180447,0.49318557786299716,-0.12015218968255015,1,1,-0.05777777777777778,0.1849119018236665,-0.2426896796014443,0
BR1_3226407992,-3421,-3036,-68,-6,0,-1529,-1547,-20,-659,-333,-15,-996,-992,-20,-31,-211,-8,-206,47,-5,0,1,0,3,0,0,0,0,0.490715920235371,0.526293949511205,-0.03557802927583403,1,1,-0.3674603174603175,0.251911908458398,-0.6193722259187155,0
BR1_3226411489,-2137,-1709,-53,-3,0,-1300,-987,-46,-794,-705,-7,36,30,11,369,167,-5,-448,-214,-6,0,1,0,0,0,0,0,1,0.5368888888888889,0.5399775910364146,-0.003088702147525768,1,1,0.01459325396825395,-0.023237179487179516,0.037830433455433465,1
BR1_3226424315,873,1642,27,3,0,1739,1332,24,449,1385,27,-1000,-763,-20,-23,-335,2,-292,23,-6,0,0,2,1,0,0,0,1,0.366283196823033,0.5568865987813356,-0.1906034019583026,1,1,-0.07142857142857147,0.09444444444444444,-0.1658730158730159,0
BR1_3226430315,-3317,-1976,-57,-7,0,-1300,-171,-1,-512,-1332,-21,-1316,-954,-24,-185,452,-6,-4,29,-5,1,0,0,2,0,0,0,0,0.5264974282395884,0.4919420127894704,0.03455541545011803,1,1,-0.4666666666666667,-0.05909090909090908,-0.4075757575757576,0
BR1_3226457744,1024,2353,34,0,0,140,400,13,-185,-394,-23,-210,26,-19,1512,1202,51,-233,1119,12,1,0,0,3,0,0,0,0,0.5668286099865046,0.46794523040531316,0.09888337958119148,1,1,0.25105994152046784,-0.10921717171717171,0.36027711323763956,1
BR1_3226464949,-1463,-1112,-44,-1,0,-994,-1598,-39,-129,-553,-18,-293,274,-4,595,642,22,-642,123,-5,1,0,0,0,0,0,0,1,0.5017422969187675,0.5649202391811088,-0.0631779422623413,1,1,-0.5833333333333333,0.11764058078011567,-0.7009739141134489,0
BR1_3226477218,-1701,-544,2,-4,0,404,555,25,-1205,-603,-5,-1559,-637,-28,487,-415,12,172,556,-2,0,0,0,0,0,0,0,0,0.5301568206229861,0.5115631861035774,0.018593634519408653,1,1,-0.0561011904761905,0.02658221408221409,-0.08268340455840459,0
BR1_3226483981,-22362,-61000,-2,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.4272727272727272,0.05272727272727279,1,1,-0.25563063063063063,0.0,-0.25563063063063063,1
BR1_3226489142,1012,1365,16,2,0,-1171,-673,-7,491,104,-1,383,988,8,683,957,9,626,-11,7,1,0,0,3,0,0,0,1,0.524932844932845,0.4876436655713764,0.03728917936146858,1,1,0.33164983164983164,-0.17005822896066797,0.5017080606104996,1
BR1_3226489928,-779,-2773,-36,-1,0,1292,733,38,-1193,-887,-14,-2337,-3404,-70,930,142,11,529,643,-1,0,1,0,0,0,0,0,1,0.5515636387729412,0.53408184162753,0.017481797145411204,0,1,0.0,0.06400966183574879,-0.06400966183574879,0
BR1_3226495502,27,-298,41,-4,0,1611,1271,58,382,-70,-6,-559,-990,-17,-898,-531,-7,-509,22,13,0,0,2,1,0,0,0,0,0.5500243632336655,0.5048470223532451,0.04517734088042047,1,1,-0.003525641025641004,-0.2266379453879454,0.2231123043623044,1
BR1_3226495826,1039,-371,-4,4,0,313,602,4,716,-190,1,-152,-505,-6,29,-112,-7,133,-166,4,0,0,3,0,0,0,0,1,0.5357673978682382,0.5640259499536608,-0.028258552085422606,1,1,0.2805555555555555,-0.09571678321678323,0.37627233877233873,1
BR1_3226504699,-25200,-59602,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3464285714285714,0.15357142857142858,0,1,0.0,-0.24239864864864866,0.24239864864864866,1
BR1_3226514306,656,1155,33,1,0,-478,-252,-9,-622,-62,0,517,758,31,878,325,10,361,386,1,1,0,0,3,0,0,0,1,0.5038555729984301,0.5023157894736842,0.0015397835247459302,1,1,0.09333333333333332,-0.167907458039037,0.26124079137237033,1
BR1_3226514635,-1926,-1081,-33,-6,0,-175,460,-2,885,88,-5,-566,-1424,-5,-1382,180,-12,-688,-385,-9,0,0,0,3,0,0,0,0,0.4380383689072563,0.5439156304688219,-0.10587726156156557,1,1,-0.003525641025641004,0.1447811447811448,-0.1483067858067858,0
BR1_3226526089,-3270,-1474,25,-8,0,-1197,-375,-1,-756,-346,2,817,865,53,-1312,-682,-25,-822,-936,-4,1,0,0,3,0,0,0,0,0.4922633455295993,0.46190466480031933,0.030358680729279997,1,1,0.043939393939393945,-0.003167008430166318,0.04710640236956026,1
BR1_3226530133,-2793,-2963,11,-8,0,753,-21,31,-530,-95,6,-1082,-1094,-16,-1308,-1147,-18,-626,-606,8,0,1,3,0,0,0,0,0,0.5076436188510491,0.5109157772891664,-0.003272158438117234,1,1,-0.03685897435897434,-0.1866038766038766,0.14974490224490225,1
BR1_3226537430,1963,2528,63,0,0,1375,1710,38,300,740,20,-1064,-451,-22,590,765,25,762,-236,2,1,0,0,0,0,0,0,0,0.5748215212437104,0.5106106442577031,0.06421087698600736,1,1,0.2883479532163743,-0.26557368557368555,0.5539216387900598,1
BR1_3226545236,-2812,-1864,6,-8,0,338,329,24,-1091,-152,3,-75,100,4,-884,-1034,-28,-1100,-1107,3,0,0,2,0,0,0,0,0,0.42730571847507337,0.5417983649025463,-0.11449264642747292,1,1,-0.3932745226349877,0.18315675552517663,-0.5764312781601644,0
BR1_3226562031,3771,3597,58,6,0,1127,1494,46,1293,1044,19,1341,717,2,119,358,-5,-109,-16,-4,0,0,0,3,0,0,0,0,0.5183066933066932,0.4335484802212245,0.08475821308546871,1,1,0.2523809523809524,-0.21712962962962962,0.469510582010582,1
BR1_3226568707,1576,613,13,2,0,-15,-267,-4,895,-80,-3,111,670,12,623,285,1,-38,5,7,0,1,0,3,0,0,0,0,0.4643134998533361,0.4543464712331929,0.009967028620143203,1,1,0.2988328664799253,-0.24944658944658943,0.5482794559265147,1
BR1_3226572661,526,331,-15,4,0,93,804,13,494,-414,-11,1279,1297,25,-1328,-933,-37,-12,-423,-5,0,1,2,0,0,0,0,0,0.5281111111111112,0.5267492870106298,0.001361824100481357,1,1,-0.22656593406593406,0.24422514619883048,-0.47079108026476457,0
BR1_3226578426,1285,-435,-45,5,0,-1956,-1565,-44,-137,-500,-11,905,505,6,1914,422,13,559,703,-9,0,0,0,3,0,0,0,1,0.5157893765797679,0.5570704589528119,-0.041281082373044065,1,1,0.270436507936508,-0.21238844038844035,0.4828249483249483,1
BR1_3226579915,6411,5086,52,14,0,1631,2230,23,648,224,1,763,1188,9,2210,1098,28,1159,346,-9,0,1,3,0,0,0,0,1,0.4813387423935091,0.45689550957231057,0.024443232821198535,1,1,0.18797979797979794,-0.21280864197530866,0.4007884399551066,1
BR1_3226583589,-121,-701,-12,-1,0,-908,-252,-8,1142,610,0,32,72,19,-345,-519,-20,-42,-612,-3,0,1,0,3,0,0,0,0,0.5318169934640523,0.5103484235063183,0.02146856995773405,1,1,0.23055555555555557,-0.34543534762833006,0.5759909031838857,1
BR1_3226584326,-4161,-1812,-76,-6,0,-1647,-259,-21,-181,326,6,-732,-662,-18,-1011,-521,-30,-590,-696,-13,0,0,0,3,0,0,0,0,0.37705200501253133,0.5683673469387756,-0.19131534192624422,1,1,-0.23214285714285712,0.3399621212121212,-0.5721049783549783,0
BR1_3226590151,252,1107,-14,1,0,673,263,8,-174,-139,-9,1112,1448,5,-1001,-11,-14,-358,-454,-4,0,1,0,3,0,0,0,0,0.5340037368726243,0.5428253968253968,-0.00882165995277251,1,1,-0.18005451338784675,0.13059083259083257,-0.3106453459786793,0
BR1_3226592178,1724,-415,-53,5,0,347,658,6,1436,-312,-3,-1362,-1166,-38,288,-251,-12,1015,656,-6,0,1,0,3,0,0,0,1,0.4536961564466635,0.4750915750915752,-0.02139541864491168,1,1,-0.08492063492063492,-0.15694444444444441,0.07202380952380949,1
BR1_3226595050,1188,2280,72,0,0,1118,587,31,366,883,19,79,904,19,-129,222,9,-246,-316,-6,0,1,0,0,0,0,0,0,0.5156298003072196,0.5327268512078639,-0.017097050900644284,1,1,0.14182437932437936,-0.20186202686202684,0.3436864061864062,1
BR1_3226598197,-2256,-942,-5,-2,0,-1032,-671,-13,34,-236,5,49,422,-1,-712,372,8,-595,-829,-4,0,1,0,2,0,0,0,0,0.5107023172905526,0.5587020247073771,-0.047999707416824466,1,1,-0.28858024691358025,0.2084334099136731,-0.49701365682725335,0
BR1_3226604149,1035,1612,58,0,0,1955,1775,41,-715,-308,-5,349,-93,8,-869,352,13,315,-114,1,0,0,3,0,0,0,0,0,0.603582904339843,0.5214209401709402,0.08216196416890276,1,1,0.013888888888888914,-0.12179487179487175,0.13568376068376067,1
BR1_3226605168,-451,1855,77,-2,0,1072,740,22,-1648,-193,-4,-172,145,18,174,1406,46,123,-243,-5,1,0,0,0,0,0,0,1,0.5231397230220759,0.46568086217537863,0.05745886084669727,1,1,0.07936507936507936,-0.27386039886039887,0.35322547822547823,1
BR1_3226605864,764,1644,66,-2,0,1649,1147,44,-904,-228,1,-760,378,0,793,-32,29,-14,379,-8,0,1,3,0,0,0,0,0,0.5197762237762238,0.5341763628528334,-0.014400139076609642,1,0,-0.05436507936507935,0.0,-0.05436507936507935,0
BR1_3226608802,-2249,-2315,-63,1,0,-433,-585,-27,301,-435,-6,89,-413,2,-1575,-678,-27,-631,-204,-5,0,1,1,2,0,0,0,1,0.45189743589743586,0.439923024912883,0.011974410984552875,1,1,0.0003654970760234577,0.04398148148148151,-0.04361598440545805,0
BR1_3226636669,3470,1966,-24,11,0,158,63,-11,840,575,8,658,-240,-27,627,818,12,1187,750,-6,0,1,3,0,0,0,0,1,0.5223038548752835,0.4688034188034188,0.05350043607186472,1,1,0.22257575757575757,-0.37565631249841774,0.5982320700741753,1
BR1_3226654467,-3760,-2822,-12,-9,0,-847,-1085,-12,-1173,-796,-9,-135,153,15,-821,-157,-14,-784,-937,8,0,1,3,0,0,0,0,0,0.4632011243626737,0.4464481128419747,0.016753011520698968,1,1,0.06510556210481189,0.34255050505050505,-0.27744494294569316,0
BR1_3226659271,946,1148,32,-2,0,1272,1614,56,-748,-322,-5,-312,-565,-13,862,282,-11,-128,139,5,0,1,3,0,0,0,0,1,0.5166263174167087,0.520412267471091,-0.0037859500543823144,0,1,0.0,-0.018455228981544725,0.018455228981544725,1
BR1_3226659875,-1658,-432,0,-1,0,817,1136,7,-478,-556,-8,-619,-315,-7,-935,9,7,-443,-706,1,0,1,1,2,0,0,0,0,0.47516339869281043,0.4867632850241546,-0.011599886331344178,0,1,0.0,-0.08630952380952384,0.08630952380952384,0
BR1_3226663079,-3940,-3020,-53,-6,0,-1159,-1385,-5,-1006,-646,-11,-1140,-1147,-39,-77,36,-3,-558,122,5,0,1,1,0,0,0,0,0,0.4764187807472511,0.5581133786848073,-0.08169459793755618,1,1,-0.37702429149797567,0.1868686868686869,-0.5638929783666626,0
BR1_3226667783,-2015,-1412,-6,-3,0,1094,596,26,-1042,-5,3,-1669,-426,-21,-207,-1612,-22,-191,35,8,1,0,1,2,0,0,0,0,0.48124809187196166,0.5423520114890247,-0.06110391961706302,1,1,-0.548148148148148,0.32967711301044633,-0.8778252611585944,0
BR1_3226671112,-2538,-1511,-19,-7,0,-169,215,-5,310,668,32,-470,-599,-28,-1732,-438,-21,-477,-1357,3,0,1,2,0,0,0,0,0,0.524775985918843,0.5825641025641025,-0.05778811664525951,1,1,0.07454361054766734,0.21142629300524038,-0.13688268245757304,0
BR1_3226672515,-1052,-1265,19,-3,0,638,-246,32,-377,3,0,-219,-48,1,-749,-379,-12,-345,-595,-2,0,0,0,0,0,0,0,0,0.5532550208412278,0.4056327875604985,0.14762223328072932,1,1,0.15844485942525158,-0.12121212121212124,0.2796569806373728,1
BR1_3226675540,-728,-2109,-56,0,0,-2141,-1619,-44,-264,-812,-22,-456,-103,-13,2023,1151,27,110,-726,-4,0,0,0,0,0,0,0,0,0.5357534826796215,0.49376453445484947,0.04198894822477206,1,1,-0.25551587301587303,0.3240740740740741,-0.5795899470899472,0
BR1_3226683354,456,1721,23,1,0,-92,125,4,604,1031,18,-685,-551,-31,570,668,25,59,448,7,0,1,3,0,0,0,0,1,0.4979291251384275,0.553936507936508,-0.05600738279808043,0,1,0.0,0.12878787878787878,-0.12878787878787878,0
BR1_3226685685,4875,3988,68,9,0,1798,1819,45,1872,1332,24,1048,1027,16,5,678,-2,152,-868,-15,1,0,3,0,0,0,0,0,0.6022268907563025,0.4877896817746442,0.11443720898165832,1,1,0.2877777777777778,-0.19074074074074077,0.47851851851851857,1
BR1_3226691259,1201,-1,31,2,0,247,127,7,-476,-129,-2,-340,-333,5,1807,1018,31,-37,-684,-10,0,1,0,3,0,0,0,1,0.4280136530136531,0.45633193638512787,-0.028318283371474795,0,1,0.0,0.2614932944201237,-0.2614932944201237,0
BR1_3226695305,-659,-271,-19,0,0,214,259,12,-406,-410,-5,225,-266,-7,-136,206,-4,-556,-60,-15,0,1,2,0,0,0,0,0,0.44424092503131635,0.5770685197155785,-0.13282759468426214,1,1,-0.2607738095238096,0.25,-0.5107738095238096,0
BR1_3226695755,-233,-461,-35,1,0,-844,-957,-15,-566,-155,2,733,414,5,258,-245,-26,186,482,-1,0,1,2,0,0,0,0,0,0.4107142857142857,0.524388970961127,-0.11367468524684132,1,1,-0.060846560846560815,0.020032051282051266,-0.08087861212861208,0
BR1_3226706039,-1170,182,6,-1,0,244,589,14,-1190,-158,1,709,520,2,-420,-139,-13,-513,-630,2,0,1,3,0,0,0,0,1,0.5249192328139698,0.5201632653061223,0.004755967507847458,0,1,0.0,0.0,0.0,0
BR1_3226709285,313,-918,4,-2,0,1034,419,18,-37,-698,-17,-273,-282,13,-160,-81,-18,-251,-276,8,0,1,1,1,0,0,0,0,0.4355555555555556,0.5859372613954117,-0.1503817058398561,1,1,-0.02421652421652426,0.30459770114942525,-0.3288142253659495,0
BR1_3226714083,-579,-546,-18,1,0,224,423,7,125,-858,-13,300,116,3,-1402,-467,-24,174,240,9,0,1,3,0,0,0,0,1,0.4559542117446031,0.49733542469060776,-0.041381212946004664,0,1,0.0,0.5134680134680135,-0.5134680134680135,0
BR1_3226718828,-692,-1063,-5,0,0,476,535,7,-89,-41,3,210,-296,4,-645,-562,-16,-644,-699,-3,1,0,3,0,0,0,0,1,0.5011865042998699,0.5313775257001063,-0.03019102140023644,1,1,0.0625,0.07249183564973043,-0.009991835649730427,0
BR1_3226722842,-44886,-66000,1,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4666666666666667,0.3896103896103896,0.0770562770562771,0,1,0.0,-0.05920205920205923,0.05920205920205923,1
BR1_3226726025,1535,491,7,3,0,-458,-745,-27,768,499,5,1176,480,36,192,146,-2,-143,111,-5,0,0,0,3,0,0,0,0,0.5654660633484163,0.47992487272847095,0.08554119061994536,1,1,0.18545454545454548,-0.16666666666666666,0.35212121212121217,1
BR1_3226732031,-803,207,12,-2,0,-1111,-502,-12,-73,218,14,874,297,16,-354,-31,-13,-139,225,7,1,0,0,3,0,0,0,1,0.5271946386946386,0.43932539682539684,0.08786924186924172,1,0,0.3513550135501355,0.0,0.3513550135501355,1
BR1_3226734343,-730,-152,-36,-1,0,-800,-1176,-5,128,89,4,-590,-23,-16,302,137,-3,230,821,-16,0,0,0,3,0,0,0,0,0.5241115609536662,0.6088095238095239,-0.08469796285585773,0,0,0.0,0.0,0.0,0
BR1_3226744553,1451,891,11,3,0,-204,-95,-2,982,-56,-4,8,206,-2,277,822,6,388,14,13,0,1,3,0,0,0,0,1,0.5064934281404869,0.5755895691609977,-0.06909614102051076,0,1,0.0,0.35,-0.35,0
BR1_3226746835,-974,956,12,-1,0,2,756,-3,-628,334,27,96,-690,-4,-307,409,-3,-137,147,-5,1,0,1,0,0,0,0,0,0.4908787878787879,0.4948803056308127,-0.004001517752024786,0,1,0.0,0.10738416988416985,-0.10738416988416985,0
BR1_3226747996,-708,-399,-3,0,0,-1193,-832,-21,232,-31,5,394,431,7,-57,594,2,-84,-561,4,0,0,0,0,0,0,0,1,0.48718326479527985,0.5166811299299778,-0.029497865134697987,1,1,0.4875,-0.02380952380952378,0.5113095238095238,1
BR1_3226753820,-1290,-1515,9,-4,0,-260,449,15,157,-249,-1,-1062,-901,-16,-226,-914,9,101,100,2,1,0,0,3,0,0,0,0,0.5056885804254225,0.5570644257703081,-0.051375845344885596,1,1,-0.039819376026272585,-0.09649470899470897,0.05667533296843638,0
BR1_3226774405,-37981,-66000,-11,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44666666666666666,0.39610389610389607,0.05056277056277059,0,1,0.0,0.0,0.0,1
BR1_3226775998,-1761,-1609,-21,-4,0,-1241,-1212,-31,-689,364,12,-210,-755,-15,20,-172,12,359,166,1,1,0,0,2,0,0,0,0,0.47928418803418804,0.5843197278911565,-0.10503553985696845,0,1,0.0,0.475,-0.475,0
BR1_3226778428,-1622,-1100,-11,-2,0,178,185,13,-2189,-1082,-11,-832,-475,-25,384,63,9,837,209,3,0,0,0,3,0,0,0,1,0.5226031811325929,0.4754345654345654,0.04716861569802744,1,1,0.0024319419237749385,-0.0045979412363293575,0.007029883160104296,0
BR1_3226787254,-25620,-59000,3,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28242424242424236,0.35984848484848486,-0.0774242424242425,0,1,0.0,-0.10416666666666667,0.10416666666666667,1
BR1_3226791827,5049,3219,38,10,0,797,299,0,1634,451,6,188,315,-4,2153,1688,39,277,466,-3,0,0,2,1,0,0,0,1,0.564982683982684,0.5082625009399203,0.05672018304276372,1,1,0.20146520146520153,-0.125,0.3264652014652015,1
BR1_3226799205,3257,1660,10,8,0,785,170,7,1311,669,11,201,-68,-12,641,611,2,319,278,2,0,0,0,3,0,0,0,1,0.5171177613680529,0.34514739706258174,0.17197036430547114,1,1,0.2965637065637065,-0.30370429252782194,0.6002679990915285,1
BR1_3226802516,1561,2522,41,4,0,1538,1712,40,-6,606,4,104,682,4,-288,-261,-5,213,-217,-2,0,1,3,0,0,0,0,1,0.48884703801945184,0.5387307462310768,-0.04988370821162491,1,1,0.04006410256410253,0.1288461538461539,-0.08878205128205136,0
BR1_3226804333,-26038,-53000,-3,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5142857142857142,0.38787878787878777,0.12640692640692647,0,1,0.0,-0.20833333333333334,0.20833333333333334,1
BR1_3226805015,3925,4710,43,8,0,1523,1181,26,54,217,4,1235,1993,22,642,943,-6,471,376,-3,1,0,3,0,0,0,0,0,0.5607467386414754,0.4518525949705725,0.10889414367090289,1,1,0.35521885521885527,0.0021409749670619482,0.3530778802517933,1
BR1_3226805096,950,771,1,4,0,-429,-466,-24,366,-348,1,303,915,14,1078,444,16,-368,226,-6,1,0,0,0,0,0,0,1,0.485676088617265,0.4944757033248083,-0.008799614707543257,0,1,0.0,-0.125,0.125,0
BR1_3226816782,-119,323,18,-2,0,-102,-137,-4,935,548,15,258,132,21,-1120,-84,-4,-90,-136,-10,0,1,0,0,0,0,0,0,0.5476760448853473,0.48028720110664647,0.0673888437787008,1,1,-0.13741588719810136,0.26701752416868696,-0.40443341136678834,0
BR1_3226826806,520,1550,24,0,0,449,599,16,1138,1372,23,1108,457,17,-1143,-297,-18,-1032,-581,-14,0,0,0,0,0,0,0,1,0.5722454069228263,0.49748663101604274,0.07475877590678359,1,1,0.125,-0.1761904761904762,0.30119047619047623,1
BR1_3226831489,151,963,70,-1,-1,1806,1416,25,923,752,17,1392,684,47,-3084,-767,-25,-886,-1122,6,0,1,3,0,0,0,0,1,0.5342857142857143,0.44000000000000006,0.0942857142857142,1,1,0.10378787878787876,0.27322677322677313,-0.16943889443889437,1
