match_id,gold_diff,xp_diff,cs_diff,kills_diff,tower_diff,gold_diff_top,xp_diff_top,cs_diff_top,gold_diff_jungle,xp_diff_jungle,cs_diff_jungle,gold_diff_mid,xp_diff_mid,cs_diff_mid,gold_diff_adc,xp_diff_adc,cs_diff_adc,gold_diff_support,xp_diff_support,cs_diff_support,blue_dragons,red_dragons,blue_voidgrubs,red_voidgrubs,blue_plates,red_plates,plates_diff,first_blood,blue_avg_champion_wr,red_avg_champion_wr,synergy_diff,blue_has_duo,red_has_duo,blue_duo_impact,red_duo_impact,duo_impact_diff,blue_wins
BR1_3226840722,1234,2616,-2,5,0,1598,2059,12,-192,-10,0,942,1573,15,-990,-557,-29,-124,-449,0,0,1,3,0,0,0,0,0,0.5676010880821007,0.4771156895842494,0.09048539849785137,1,1,-0.24587218337218333,0.21617909117909118,-0.4620512745512745,0
BR1_3226846318,-793,-628,-29,-2,0,-1629,-1387,-28,-192,188,8,896,123,-20,244,-18,-1,-112,466,12,0,1,0,3,0,0,0,0,0.4708135168961201,0.5315622286210522,-0.06074871172493207,1,1,-0.10180878552971574,0.008174603174603168,-0.10998338870431891,0
BR1_3226858095,376,56,-10,3,0,-426,-185,-16,-392,-42,-8,257,218,13,799,-372,-3,138,437,4,0,0,0,0,0,0,0,1,0.5161232492997199,0.5940343200421027,-0.0779110707423828,1,1,-0.08605664488017428,0.1861614598683564,-0.2722181047485307,0
BR1_3226858904,-2079,-1330,-42,-5,0,-1544,-1792,-32,-267,54,-1,-477,267,-6,79,191,-1,130,-50,-2,0,0,0,3,0,0,0,1,0.46421703296703304,0.5381478995720481,-0.07393086660501508,0,1,0.0,0.02380952380952378,-0.02380952380952378,0
BR1_3226864815,25,-8,30,1,0,639,1228,11,783,128,1,-283,-479,11,-887,-511,-3,-227,-374,10,0,0,0,0,0,0,0,1,0.5545347985347986,0.4407444500915158,0.11379034844328278,0,0,0.0,0.0,0.0,1
BR1_3226866453,375,-250,32,-2,0,179,183,14,-374,-643,-16,113,194,12,790,133,15,-333,-117,7,1,0,2,1,0,0,0,0,0.45631313131313134,0.4471945094845431,0.009118621828588247,1,1,-0.543560606060606,0.07630810923493847,-0.6198687152955444,0
BR1_3226872527,1793,-51,4,5,0,1644,1058,19,1106,-258,-10,172,-297,8,-1277,-537,-9,148,-17,-4,0,1,3,0,0,0,0,0,0.57198223615465,0.5411341549105645,0.030848081244085557,0,1,0.0,0.0868945868945869,-0.0868945868945869,1
BR1_3226884917,-70,62,3,0,0,0,0,0,0,0,0,60,62,3,-30,0,0,-100,0,0,0,0,0,0,0,0,0,0,0.6176310475239046,0.5336011327607966,0.08402991476310806,1,1,0.07051282051282048,0.038000312695434635,0.03251250781738585,1
BR1_3226887336,-2426,-1263,-4,-8,0,-726,-197,5,-918,-771,-14,-415,-323,19,-993,-526,-19,626,554,5,0,0,1,2,0,0,0,0,0.405303117230828,0.5323927053338819,-0.12708958810305393,1,0,0.03977272727272729,0.0,0.03977272727272729,0
BR1_3226891752,-1208,-1723,-50,0,0,-635,-640,-6,110,-21,-17,-1346,-1395,-26,131,-562,-8,532,895,7,0,1,0,3,0,0,0,1,0.5039263199346471,0.4523770216188689,0.0515492983157782,1,1,-0.14615384615384608,0.33921906402526564,-0.4853729101791117,0
BR1_3226899357,30,216,0,0,0,-29,-62,-2,-49,-21,-2,-97,-62,-6,145,-1,9,696,402,1,0,0,0,0,0,0,0,0,0.5184273504273504,0.5232088285229202,-0.0047814780955697245,1,1,0.32051282051282054,-0.12313081798375915,0.4436436384965797,1
BR1_3226907076,-3764,-3054,-55,-7,0,-1468,-2400,-24,-1026,-466,-8,-530,48,-13,-1076,-2,-5,336,-234,-5,0,1,0,3,0,0,0,0,0.5223970473970473,0.5336931216931217,-0.011296074296074377,1,1,-0.2238095238095238,0.019519519519519468,-0.24332904332904326,0
BR1_3226908636,-507,44,5,-3,0,-1340,-1258,-15,460,769,21,979,781,21,-423,-57,-19,-183,-191,-3,1,0,0,0,0,0,0,1,0.49895781637717124,0.43903263403263404,0.0599251823445372,0,1,0.0,0.2165153133903134,-0.2165153133903134,0
BR1_3226909943,1756,1143,-19,6,0,1460,914,17,68,213,-8,266,-300,-34,-41,108,-8,3,208,14,0,1,0,0,0,0,0,0,0.46201767676767674,0.49844322344322345,-0.036425546675546705,1,1,-0.33414802789802794,-0.11147486772486773,-0.22267316017316022,0
BR1_3226914739,-1042,-1195,-6,-6,0,-168,-498,-1,163,-122,-10,-113,389,18,-721,-924,-14,-203,-40,1,0,1,1,2,0,0,0,1,0.48353976946748034,0.48646258503401363,-0.0029228155665332878,1,1,-0.30952380952380953,-0.0714285714285714,-0.23809523809523814,0
BR1_3226914811,-196,-1226,27,-6,0,1307,808,45,991,47,-5,-438,-207,-2,-1628,-716,-5,-428,-1158,-6,0,0,0,3,0,0,0,1,0.48197654931275624,0.4726634973007172,0.009313052012039025,0,0,0.0,0.0,0.0,0
BR1_3226916564,-1890,-449,-4,-2,0,223,430,2,193,780,17,-400,-707,-33,-221,-1377,-3,-1685,425,13,1,0,3,0,0,0,0,0,0.5306823798121908,0.47048128342245993,0.06020109638973087,1,1,-0.06117216117216112,0.07454150579150576,-0.13571366696366688,0
BR1_3226920433,1221,995,22,0,0,570,677,15,172,166,12,322,784,9,104,-215,-11,53,-417,-3,0,0,0,3,0,0,0,1,0.5354381691923511,0.46138590457279954,0.07405226461955156,1,1,0.2765185185185185,-0.2502136752136752,0.5267321937321937,1
BR1_3226922541,-3178,-2853,-68,-4,0,-866,-945,-27,-1048,-693,-17,-336,172,2,-932,-1172,-26,4,-215,0,1,0,0,0,0,0,0,1,0.5020988031576268,0.47333735181836445,0.028761451339262334,1,1,-0.34285714285714286,0.1939935064935065,-0.5368506493506493,0
BR1_3226922556,1238,605,31,2,0,-131,37,6,-971,-342,-8,1697,621,31,342,-113,12,301,402,-10,0,0,0,0,0,0,0,0,0.5714434322986953,0.5390769230769231,0.0323665092217722,1,1,-0.14230769230769236,0.31666666666666665,-0.458974358974359,0
BR1_3226924376,2,435,10,0,0,680,616,11,163,891,12,-8,172,1,-720,-861,-17,-113,-383,3,1,0,3,0,0,0,0,1,0.5052198388378164,0.49528891662765895,0.009930922210157456,1,0,0.45279611408643666,0.0,0.45279611408643666,1
BR1_3226928210,-1320,-242,16,-4,0,-404,-381,1,133,359,5,-519,-316,-14,-251,-285,13,-279,381,11,0,1,3,0,0,0,0,0,0.5427594906999941,0.5640259499536608,-0.02126645925366677,1,1,-0.5516194331983806,0.07314814814814818,-0.6247675813465288,0
BR1_3226931235,1838,1362,60,4,0,-29,49,3,774,417,13,1474,775,34,-436,372,11,55,-251,-1,0,0,1,0,0,0,0,1,0.5544791465844098,0.5237438520558724,0.030735294528537405,1,1,0.30669515669515673,-0.3500768415474298,0.6567719982425866,1
BR1_3226933649,698,1099,-21,1,0,-874,-291,-25,1620,722,5,-817,-14,-19,203,-231,10,566,913,8,1,0,1,2,0,0,0,0,0.5719863796334383,0.5422447552447552,0.029741624388683108,1,1,-0.12270270270270273,0.2146927146927147,-0.33739541739541745,0
BR1_3226936146,-2708,-2102,-46,-4,0,-840,-443,-23,-721,-887,-16,-1034,-388,-5,182,-297,-8,-295,-87,6,1,0,3,0,0,0,0,1,0.42708683473389353,0.5282792022792023,-0.1011923675453088,1,1,0.02380952380952378,0.09855769230769229,-0.07474816849816851,0
BR1_3226962476,810,1850,8,2,0,-157,-169,-25,313,616,5,1179,1114,13,-102,308,15,-423,-19,0,0,1,0,3,0,0,0,0,0.5516857652151769,0.4146323540297754,0.13705341118540149,0,0,0.0,0.0,0.0,1
BR1_3226965958,-3806,-3550,-70,-9,0,377,498,1,-928,-1599,-35,-1826,-1202,-11,-1757,-757,-21,328,-490,-4,0,1,0,3,0,0,0,0,0.5059362859362859,0.46224762900250116,0.043688656933784764,1,1,-0.06439393939393942,0.12705686074028158,-0.191450800134221,0
BR1_3226970593,1466,1727,34,3,0,384,-7,8,1027,1371,20,-747,-98,-7,765,155,13,37,306,0,0,0,1,2,0,0,0,0,0.5328874748978993,0.5006666666666667,0.032220808231232634,0,1,0.0,0.14523809523809517,-0.14523809523809517,1
BR1_3226971730,-24225,-60000,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.44571428571428573,0.45021645021645024,-0.004502164502164507,1,0,0.04198841698841693,0.0,0.04198841698841693,1
BR1_3226975008,-2195,-1398,5,-6,0,-6,186,1,-401,357,17,-1122,-1035,0,-589,-392,-9,-77,-514,-4,1,0,3,0,0,0,0,0,0.5415142042057431,0.453219040509074,0.08829516369666912,1,1,-0.22562607643252805,0.0648050270143293,-0.29043110344685735,0
BR1_3226976113,442,-1516,-47,1,0,520,146,-31,101,-836,-9,748,372,15,-804,-1005,-20,-123,-193,-2,0,1,1,2,0,0,0,1,0.44028839065990766,0.5460717095650219,-0.10578331890511428,1,0,0.0,0.0,0.0,0
BR1_3226984645,2093,266,15,4,0,1659,1681,43,2101,489,-8,-60,-464,9,-586,-363,-24,-1021,-1077,-5,0,1,3,0,0,0,0,1,0.545774986917844,0.40558454273624556,0.14019044418159843,1,1,0.4708333333333333,-0.19879354440426847,0.6696268777376018,1
BR1_3226985496,471,686,28,0,0,1449,1240,33,-1055,-302,-7,-389,-183,0,647,6,5,-181,-75,-3,0,1,3,0,0,0,0,1,0.5315533498759305,0.5362097378277153,-0.004656387951784802,1,1,-0.18686313686313685,0.13953578107445522,-0.32639891793759207,0
BR1_3226991393,-2886,-1584,-3,-6,0,-812,-241,-3,108,29,10,94,525,23,-1456,-873,-30,-820,-1024,-3,0,0,3,0,0,0,0,0,0.5255524613897771,0.4958420373952289,0.029710423994548152,1,1,0.044444444444444474,0.044678954256677623,-0.0002345098122331496,1
BR1_3226992870,-3453,-2963,-35,-7,0,-1151,-353,-5,14,-4,1,-1104,-1092,-20,-921,-705,-15,-291,-809,4,0,0,0,0,0,0,0,0,0.5223673469387755,0.4869604468293341,0.03540690010944142,1,0,-0.11363636363636365,0.0,-0.11363636363636365,1
BR1_3226997586,2692,1933,6,5,0,559,825,-6,379,-444,-12,507,273,6,27,1084,15,1220,195,3,0,0,0,3,0,0,0,0,0.4688052495956409,0.5649205126189166,-0.09611526302327572,1,1,0.1893009768009768,-0.21547314578005117,0.40477412258102796,1
BR1_3227000730,1444,-119,3,3,0,456,365,8,194,32,-7,447,-222,1,473,179,6,-126,-473,-5,0,1,3,0,0,0,0,1,0.5574448051948051,0.5395026303204208,0.01794217487438432,1,1,-0.16666666666666666,0.2709045340624288,-0.4375712007290955,0
BR1_3227002707,3168,2355,63,4,0,668,868,22,326,457,11,243,181,16,1284,284,15,647,565,-1,1,0,2,1,0,0,0,1,0.5121701815514396,0.49761904398240964,0.014551137569029926,1,1,-0.035714285714285754,-0.09829209461562402,0.06257780890133827,1
BR1_3227006558,45,31,2,0,0,20,0,1,0,0,0,25,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507921568627451,0.5021918306728433,0.005729737954607628,1,1,-0.22499695530386066,0.11868686868686869,-0.34368382399072933,0
BR1_3227008790,-5949,-3750,-54,-11,0,-730,-487,-11,-2158,-1193,-22,-311,-4,3,-2105,-978,-37,-645,-1088,13,0,1,0,0,0,0,0,0,0.4534124352658836,0.5373768271466433,-0.08396439188075966,1,1,0.03416347381864624,0.33324216544325247,-0.2990786916246062,0
BR1_3227011409,-1495,-1926,-46,-2,0,-759,-800,-37,215,233,9,470,-697,-8,-238,-334,-6,-1183,-328,-4,0,1,0,3,0,0,0,0,0.4774193548387096,0.5005824807655855,-0.023163125926875916,1,0,-0.1416666666666667,0.0,-0.1416666666666667,0
BR1_3227012134,-4155,-1609,-23,-8,0,-1685,-1547,-43,-1133,335,9,-1816,-925,-22,432,658,26,47,-130,7,0,0,0,0,0,0,0,1,0.48328291316526606,0.4597349903529679,0.023547922812298172,0,0,0.0,0.0,0.0,0
BR1_3227014219,2199,765,-9,5,0,299,197,-7,805,339,3,1172,151,-3,240,195,-1,-317,-117,-1,0,1,3,0,0,0,0,1,0.5299033515504104,0.5180761460761459,0.011827205474264413,1,1,0.18518518518518512,-0.035714285714285754,0.22089947089947087,1
BR1_3227016007,-2175,-716,-7,-6,0,-102,121,15,-960,-788,-16,388,493,8,-1618,-1024,-21,117,482,7,0,1,3,0,0,0,0,0,0.5606320287899236,0.4956083916083916,0.06502363718153198,1,1,0.10714285714285715,0.16076639409972746,-0.053623536956870305,0
BR1_3227019409,-618,-1129,-62,2,0,-175,-492,-5,465,-14,-2,-1079,-1092,-46,-95,300,-9,266,169,0,1,0,2,1,0,0,0,1,0.48488455988456,0.4570017724211272,0.027882787463432757,1,1,0.16688034188034195,-0.1717032967032967,0.33858363858363866,1
BR1_3227026482,-1711,-1412,-38,-3,0,447,-153,11,-592,147,-15,389,195,-3,-1340,-706,-39,-615,-895,8,0,1,0,0,0,0,0,0,0.5221900380321433,0.4787384734598993,0.04345156457224397,1,1,-0.12000000000000002,0.12084747981487114,-0.24084747981487115,0
BR1_3227028283,134,-140,1,0,0,495,372,14,-78,-250,-12,790,628,23,-823,770,-13,-250,-1660,-11,0,0,3,0,0,0,0,0,0.47288016988573167,0.49018246714932906,-0.017302297263597388,1,1,-0.14230769230769236,0.2710084033613445,-0.4133160956690369,0
BR1_3227030467,-254,691,-15,-1,0,1494,1735,25,-65,-500,-14,-231,-626,-13,-1842,-477,-16,390,559,3,0,0,0,3,0,0,0,0,0.46144682115270347,0.5309485772847842,-0.0695017561320807,1,1,-0.2597222222222222,0.08160119477766535,-0.34132341699988755,0
BR1_3227033450,-147,309,24,0,0,-304,209,19,8,-31,-1,-174,293,2,113,282,13,210,-444,-9,0,1,0,1,0,0,0,0,0.4195265850799251,0.5067719639898187,-0.08724537890989364,1,1,-0.11363636363636365,0.4522792022792024,-0.565915565915566,0
BR1_3227034735,2864,1982,-2,7,0,-619,-168,-16,1446,490,6,1119,424,-7,-11,200,7,929,1036,8,1,0,2,0,0,0,0,1,0.5505582137161085,0.4612306189201818,0.08932759479592667,1,1,0.16534237726098192,-0.3055555555555555,0.47089793281653747,1
BR1_3227035780,2647,2903,36,7,0,225,140,-2,422,426,7,389,714,-1,778,663,23,833,960,9,0,1,0,2,0,0,0,1,0.6148681318681319,0.4800925367735712,0.13477559509456072,1,1,0.03297413793103448,-0.15687321937321935,0.18984735730425384,1
BR1_3227038883,-774,-1343,-48,1,0,-512,-702,-14,-166,-948,-23,1623,828,21,-1406,-574,-27,-313,53,-5,0,0,0,3,0,0,0,1,0.49839181937835375,0.5852953261427838,-0.08690350676443004,1,1,-0.3489583333333333,0.2846006650354477,-0.633558998368781,0
BR1_3227039392,2491,1599,51,2,0,1324,986,25,1346,1020,19,-600,-718,2,415,462,3,6,-151,2,0,0,3,0,0,0,0,0,0.5668521706150076,0.47722689075630254,0.08962527985870505,1,1,0.5023148148148149,-0.018755564241200378,0.5210703790560153,1
BR1_3227039785,416,-197,-15,-3,0,198,-438,-10,-914,-32,-2,-335,-157,-10,1075,-101,5,392,531,2,0,0,3,0,0,0,0,0,0.4842307692307692,0.5547619047619048,-0.0705311355311356,0,1,0.0,0.4642857142857143,-0.4642857142857143,0
BR1_3227047466,-2062,-378,-5,-6,0,-1583,-1461,-22,32,1269,18,-818,-171,11,516,-202,-23,-209,187,11,0,0,0,0,0,0,0,0,0.5622222222222223,0.5077586206896552,0.05446360153256713,1,1,0.08333333333333337,-0.14242165242165244,0.22575498575498582,1
BR1_3227053215,-3327,-903,-31,-4,0,-205,157,-26,-157,894,18,-696,-587,0,-1670,-831,-24,-599,-536,1,1,0,3,0,0,0,0,0,0.46342344275191305,0.49778582202111615,-0.0343623792692031,0,1,0.0,0.36875,-0.36875,0
BR1_3227054003,-2123,-1952,-54,-2,0,-403,-385,-15,-526,-1003,-24,-388,-359,-5,-531,-233,-9,-275,28,-1,0,0,0,0,0,0,0,0,0.4009740259740259,0.49693595877806407,-0.09596193280403814,1,1,-0.017628205128205066,0.25839793281653745,-0.2760261379447425,0
BR1_3227054926,-1659,-2283,-47,-2,0,907,725,3,-2682,-1883,-24,-96,-480,-15,227,183,-5,-15,-828,-6,0,1,3,0,0,0,0,1,0.5050264799549574,0.46514012303485996,0.039886356920097454,1,1,-0.1756298449612403,0.11020658263305319,-0.2858364275942935,0
BR1_3227060257,-490,266,-21,0,0,-179,-430,-23,-289,540,2,-25,-212,-8,210,-59,16,-207,427,-8,0,0,0,3,0,0,0,1,0.46529392446633827,0.5366009348659713,-0.071307010399633,0,1,0.0,0.09974358974358971,-0.09974358974358971,0
BR1_3227070304,-1983,-1277,-3,-2,0,1708,1633,29,-1616,-1169,-7,-677,100,10,-751,-867,-32,-647,-974,-3,0,1,3,0,0,0,0,1,0.47086875271621037,0.48763202668328753,-0.016763273967077164,0,0,0.0,0.0,0.0,1
BR1_3227070847,1394,1116,-24,3,0,313,400,-9,-257,423,8,68,-499,-24,1523,218,-4,-253,574,5,1,0,3,0,0,0,0,1,0.4810606060606061,0.46202412937451864,0.019036476686087433,1,1,0.5,-0.24899475524475523,0.7489947552447552,1
BR1_3227073572,1161,-657,10,1,0,1423,591,32,-658,-778,-7,-546,-664,-10,294,-16,0,648,210,-5,0,0,3,0,0,0,0,0,0.4649103088612148,0.5309069071767397,-0.0659965983155249,1,1,-0.27777777777777773,0.2318007662835249,-0.5095785440613027,0
BR1_3227080161,2282,1007,16,4,0,-102,125,-1,-152,492,10,737,131,10,1231,583,2,568,-324,-5,0,0,3,0,0,0,0,1,0.6198412698412699,0.4842125710546763,0.13562869878659356,0,1,0.0,0.05555555555555558,-0.05555555555555558,1
BR1_3227081696,-3877,-2796,-36,-9,0,-146,-296,16,-333,488,17,-1136,-1283,-25,-2057,-1508,-44,-205,-197,0,0,1,0,0,0,0,0,0,0.46059019343229873,0.5778389698628981,-0.11724877643059933,1,1,-0.43096340388007054,0.20079920079920083,-0.6317626046792714,0
BR1_3227084151,-3677,-1859,-14,-8,0,-393,-706,10,-679,605,18,-385,56,-17,-1846,-957,-21,-374,-857,-4,0,1,0,0,0,0,0,0,0.5007526303204208,0.4512846656449141,0.04946796467550674,0,1,0.0,-0.028409090909090884,0.028409090909090884,0
BR1_3227087629,1437,792,14,1,0,-69,-435,-3,561,414,7,213,237,11,458,-143,2,274,719,-3,0,1,3,0,0,0,0,1,0.43403522158090996,0.5512239780592921,-0.11718875647838217,0,1,0.0,0.47916666666666663,-0.47916666666666663,0
BR1_3227091798,-1571,-982,11,-4,0,618,677,25,-1756,-1147,2,-310,-374,-14,-5,-116,-9,-118,-22,7,0,1,0,2,0,0,0,0,0.4873208819577989,0.4818793637237109,0.005441518234088005,1,1,0.3527336860670194,-0.1493228993228993,0.5020565853899187,1
BR1_3227097211,-2083,-3162,-63,-5,0,-476,-953,-13,1396,-30,-3,-1662,-1107,-11,-1209,-324,-15,-132,-748,-21,1,0,2,1,0,0,0,1,0.4939129686962504,0.49509862671660426,-0.0011856580203538636,1,1,-0.37222222222222223,0.11214905553482846,-0.4843712777570507,0
BR1_3227099885,-1743,-897,26,-3,0,-1263,-660,-20,-56,172,-7,408,885,31,-525,-528,19,-307,-766,3,0,1,0,3,0,0,0,0,0.4540861099684629,0.5348299319727892,-0.08074382200432628,1,1,-0.1,0.2637152777777778,-0.3637152777777778,0
BR1_3227106528,1714,1953,10,5,0,-500,-158,-11,49,636,11,486,52,-2,720,341,3,959,1082,9,0,0,0,0,0,0,0,0,0.513948717948718,0.5430008311016714,-0.029052113152953418,0,0,0.0,0.0,0.0,0
BR1_3227114197,-2453,-1146,-6,-4,0,233,276,15,-881,-273,4,-1483,-901,-29,-462,-311,-5,140,63,9,1,0,3,0,0,0,0,0,0.44622988178322176,0.5855281504414631,-0.13929826865824135,1,1,-0.1777410164506939,0.19157009657009655,-0.36931111302079045,0
BR1_3227118459,-1476,-1914,-60,0,0,-1750,-1595,-25,316,217,5,-361,-609,-14,-205,-692,-31,524,765,5,1,0,0,0,0,0,0,1,0.5222911233458901,0.5494662413609783,-0.027175118015088207,1,1,-0.19517770876466525,0.04423076923076924,-0.2394084779954345,0
BR1_3227122879,-1255,-1280,-49,-2,0,-56,-123,-20,702,-418,-8,-624,-67,-3,-1110,-514,-14,-167,-158,-4,0,1,0,1,0,0,0,0,0.4887499717873041,0.48440170940170935,0.00434826238559477,1,1,0.31547619047619047,-0.3149801587301588,0.6304563492063493,1
BR1_3227127207,524,559,66,-1,0,-320,799,29,-351,-167,14,1382,664,14,257,-9,11,-444,-728,-2,0,1,0,0,0,0,0,1,0.4540892298948565,0.503605115191322,-0.0495158852964655,1,1,0.015563325563325589,-0.2077651515151515,0.2233284770784771,1
BR1_3227128210,-132,692,-3,-1,0,-1225,-604,-35,-262,926,8,924,717,33,-1,-445,-3,432,98,-6,1,0,0,3,0,0,0,0,0.4700641025641025,0.5143746947076855,-0.04431059214358296,1,1,0.11385490050673586,-0.17948717948717952,0.2933420799939154,1
BR1_3227133757,3830,2733,82,5,0,-132,-2,13,683,1134,27,1008,297,-11,1646,930,42,625,374,11,0,0,0,0,0,0,0,0,0.4735891891425291,0.33366666666666667,0.13992252247586245,1,1,0.17422161172161174,-0.0484931734931735,0.22271478521478524,1
BR1_3227136924,-467,-856,-47,2,0,-1367,-1665,-35,-801,-537,-12,-518,-226,-8,976,1229,18,1243,343,-10,0,0,3,0,0,0,0,1,0.47666331259102346,0.4438663967611336,0.03279691582988986,1,1,0.21430401321705664,-0.22777777777777775,0.44208179099483436,1
BR1_3227142683,1477,1315,4,5,0,-74,-39,-14,-367,-15,4,-834,-407,-12,1926,1172,23,826,604,3,1,0,3,0,0,0,0,1,0.4661353383458646,0.48208403361344543,-0.015948695267580804,1,1,-0.3645833333333333,0.07977403343782657,-0.4443573667711599,0
BR1_3227146071,3755,1014,2,8,0,1485,1132,13,549,665,5,629,-112,-9,-261,-849,-15,1353,178,8,0,1,3,0,0,0,0,1,0.5252299037109164,0.45156285749056835,0.07366704622034803,1,1,0.053598484848484784,-0.018030303030303063,0.07162878787878785,1
BR1_3227154089,1775,1794,16,2,0,-524,-575,-7,443,1217,22,1120,561,-17,946,735,22,-210,-144,-4,0,0,0,0,0,0,0,1,0.5363178662769454,0.45077516995293615,0.08554269632400929,1,1,0.2057109557109557,-0.050420168067226934,0.25613112377818265,1
BR1_3227154807,570,1200,28,1,0,367,429,-2,-211,356,9,-308,364,6,416,-46,15,306,97,0,0,1,3,0,0,0,0,0,0.5466690810161466,0.4858798328108673,0.06078924820527937,0,0,0.0,0.0,0.0,1
BR1_3227155682,-119,-1240,-42,2,0,-233,-402,-21,604,480,-1,740,-576,-2,-458,-77,-18,-772,-665,0,0,0,0,0,0,0,0,0,0.42588089330024814,0.44223626302665436,-0.01635536972640622,1,1,-0.21086343014325012,0.01965811965811967,-0.2305215498013698,0
BR1_3227161790,-3675,-2994,-76,-4,0,-1023,-1215,-19,-722,-938,-19,51,-402,-10,-1311,-455,-30,-670,16,2,0,0,0,3,0,0,0,0,0.45377145730086904,0.5053571428571428,-0.0515856855562738,1,0,-0.06780303030303027,0.0,-0.06780303030303027,0
BR1_3227169180,69,437,17,-1,0,324,3,7,907,706,10,-523,-568,1,-901,23,-9,262,273,8,0,0,3,0,0,0,0,0,0.4443030173946411,0.48498412698412696,-0.04068110958948584,1,1,0.28501659579245786,-0.4444444444444444,0.7294610402369023,1
BR1_3227176045,-1346,-1380,-3,-4,0,-557,-480,-11,-122,-129,-3,480,319,9,-1573,-684,1,426,-406,1,0,1,0,3,0,0,0,0,0.527420465797064,0.48571428571428565,0.04170618008277838,1,0,0.3453571428571428,0.0,0.3453571428571428,1
BR1_3227177731,4372,2993,65,7,0,-127,-584,4,757,146,-5,1523,1525,41,1418,891,22,801,1015,3,1,0,2,1,0,0,0,1,0.570102056526205,0.5469026753836881,0.02319938114251696,1,1,0.1875901875901876,-0.14139194139194142,0.32898212898212903,1
BR1_3227183669,-25823,-60000,-2,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.44000000000000006,0.38831168831168833,0.05168831168831173,1,1,0.04198841698841693,0.0,0.04198841698841693,1
BR1_3227185521,597,-297,-7,-2,0,207,183,-8,1506,333,5,716,443,7,-1245,-535,-11,-587,-721,0,0,1,0,3,0,0,0,0,0.45243736911011345,0.47134096565455447,-0.018903596544441015,1,1,-0.06380070546737208,0.26016483516483513,-0.3239655406322072,0
BR1_3227187382,-1231,-1821,-70,-1,0,612,463,-4,-943,-833,-16,368,-765,-9,-28,-392,-31,-1240,-294,-10,0,1,0,3,0,0,0,0,0.41527777777777775,0.5445906902086677,-0.12931291243088994,1,0,-0.09027777777777779,0.0,-0.09027777777777779,0
BR1_3227189993,4229,2924,2,13,0,-127,118,-16,1628,1044,8,422,849,-4,1474,710,24,832,203,-10,0,0,0,3,0,0,0,1,0.45562917235792544,0.48831787330316734,-0.0326887009452419,0,1,0.0,0.025592185592185606,-0.025592185592185606,1
BR1_3227192725,3102,2822,39,4,0,2220,1539,15,43,-214,-8,110,261,4,76,804,16,653,432,12,0,1,3,0,0,0,0,0,0.5024395042297856,0.5000816326530612,0.002357871576724402,1,1,0.337315233785822,0.010615079365079355,0.32670015442074263,1
BR1_3227199992,-784,273,29,-1,0,-510,-931,-14,-287,317,2,1210,1531,43,-990,-465,2,-207,-179,-4,1,0,0,3,0,0,0,0,0.467969696969697,0.4774358974358974,-0.009466200466200447,1,1,-0.04984567901234562,-0.3361772486772487,0.2863315696649031,1
BR1_3227200129,-547,-801,-25,2,0,-1682,-1231,-33,-136,-719,-9,-140,-55,-1,913,933,14,498,271,4,0,0,1,2,0,0,0,0,0.5492424242424242,0.5263791648918792,0.022863259350545007,0,0,0.0,0.0,0.0,1
BR1_3227204139,1965,1774,-11,5,0,856,1206,40,1227,425,-4,123,353,-20,-375,-363,-18,134,153,-9,0,1,3,0,0,0,0,0,0.5072233703612359,0.4875253073156987,0.019698063045537173,1,1,0.22945283882783885,0.13076923076923075,0.0986836080586081,1
BR1_3227205564,1617,2016,49,3,0,903,799,31,-1172,954,22,7,-678,-17,1115,275,11,764,666,2,1,0,3,0,0,0,0,0,0.556112812854973,0.49753154454241405,0.058581268312559,1,1,0.0714285714285714,0.07507507507507505,-0.0036465036465036516,1
BR1_3227206103,-2364,-2355,-9,-4,0,-621,-1026,1,-1236,-211,2,-24,-404,-14,-169,40,2,-314,-754,0,0,0,0,0,0,0,0,0,0.4314126984126984,0.48340652526070677,-0.05199382684800835,1,1,-0.2627678571428572,0.28501794351692933,-0.5477858006597865,0
BR1_3227210048,-1503,-637,-29,0,0,-718,-535,-21,-716,-429,-6,-584,-369,-7,472,138,4,43,558,1,0,0,2,1,0,0,0,0,0.5542933026053231,0.42905322128851536,0.1252400813168077,1,1,-0.03505291005291006,0.4206349206349207,-0.45568783068783075,0
BR1_3227212074,-506,290,-16,-1,0,-588,-219,-27,-638,-332,-5,651,1125,14,182,395,10,-113,-679,-8,1,0,0,0,0,0,0,1,0.5098391367668476,0.5199844230375076,-0.010145286270660026,1,1,0.3246753246753247,-0.2697222222222222,0.5943975468975469,1
BR1_3227215863,-3630,-3201,-22,-7,0,-408,-751,6,-1130,-603,-3,-1866,-1951,-40,-36,-265,0,-190,369,15,0,0,2,1,0,0,0,1,0.43919918844730876,0.43408391608391617,0.005115272363392598,0,1,0.0,0.3176470588235294,-0.3176470588235294,0
BR1_3227222982,-2021,-1903,-22,-3,0,-203,243,8,-646,-447,-1,-1242,-1400,-40,177,255,7,-107,-554,4,0,1,0,3,0,0,0,1,0.5156456043956045,0.5104901076153447,0.005155496780259727,1,1,-0.3361772486772487,0.27105117105117105,-0.6072284197284197,0
